item,type,level,source,url
県,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
建築,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
見学,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
見解,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
健康,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
研究者,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
研究所,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
憲法,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
権利,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
検査,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
建設,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
見当,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
検討,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
欠席,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
決心,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
化粧,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
決定,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
欠点,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
血圧,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
血液,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
血液型,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
結論,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
気に入る,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
気の毒,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
希望,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
希望者,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
きちんと,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
貴重,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
寄付,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
機嫌,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
期限,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
企業,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
基本,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
生地,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
記事,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
機械,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
期間,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
機関,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
帰国,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
気候,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
効く,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
決まり,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
気味,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
金,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
緊張,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
近代,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
記念品,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
金額,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
気になる,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
気にする,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
金庫,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
筋肉,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
金銭,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
禁止,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
金属,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
奇妙,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
記念,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
機能,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
記入,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
記憶,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
気温,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
霧,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
切れ,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
切れる,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
記録,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
記者,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
岸,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
基礎,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
期待,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
帰宅,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
際,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
嫌う,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
傷,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
器用,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
気付く,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
越える,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
恋,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
濃い,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
恋人,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
恋しい,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
個人,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
国家,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
国会,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
国境,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
黒板,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
国語,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
克服,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
国民,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
穀物,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
故郷,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
呼吸,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
小麦,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
今後,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
今回,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
粉,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
困難,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
今日,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
好み,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
好む,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
混乱,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
混雑,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
氷,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
凍る,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
転ぶ,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
殺す,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
腰,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
骨折,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
異なる,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
断る,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
諺,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
好物,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
行動,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
講演,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
幸福,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
攻撃,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
公平,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
候補,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
後方,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
工事,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
効果,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
硬貨,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
高価,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
交換,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
光景,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
貢献,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
広告,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
航空,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
公共,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
購入,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
考慮,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
交流,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
交際,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
構成,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
高速,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
後者,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
交通費,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
幸運,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
小屋,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
小包,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
配る,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
区別,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
工夫,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
組,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
組合,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
組み立てる,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
曇,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
曇る,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
組む,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
訓練,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
位,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
暮らし,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
暮らす,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
暮れ,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
繰り返す,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
苦労,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
苦しい,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
苦しむ,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
狂う,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
臭い,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
鎖,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
腐る,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
癖,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
きつい,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
苦痛,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
加える,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
詳しい,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
加わる,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
句,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
食う,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
悔しい,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
巨大,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
許可,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
局,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
距離,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
強調,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
共同,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
恐怖,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
競技,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
競合,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
教授,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
教科書,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
供給,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
協力,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
強力,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
教師,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
共通,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
共通点,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
級,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
急に,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
急激,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
休日,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
救助,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
休暇,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
休憩,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
給料,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
吸収,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
急速,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
眩しい,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
間違い,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
間違う,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
窓口,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
孫,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
迷子,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
任せる,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
負け,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
幕,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
豆,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
守る,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
学ぶ,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
真似,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
招く,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
満点,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
満足,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
丸,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
真逆,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
正に,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
増す,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
回り,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
回す,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
迷う,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
先ず,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
混ぜる,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
