item,type,level,source,url
微笑む,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
誇り,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
埃,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
歩行者,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
骨,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
本気,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
本物,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
本人,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
炎,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
頬,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
掘る,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
保証,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
干す,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
保存,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
方,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
法,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
放題,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
豊富,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
方法,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
報告,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
方向,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
訪問,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
宝石,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
放送,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
表,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
評判,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
表現,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
表情,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
評価,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
表面,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
胃,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
一致,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
位置,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
市場,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
一部,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
一度に,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
一時,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
一応,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
一流,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
偉大,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
抱く,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
移動,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
衣服,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
意外,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
違反,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
委員,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
維持,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
異常,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
一家,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
息,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
生き物,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
勢い,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
以降,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
居間,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
今に,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
今にも,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
稲,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
居眠り,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
命,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
飲料,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
印刷,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
飲食,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
印象,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
引退,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
一般,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
一方,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
以来,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
依頼,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
衣類,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
医療,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
医師,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
意思,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
意志,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
意識,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
一生,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
一種,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
一瞬,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
一層,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
板,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
痛み,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
痛む,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
至る,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
悪戯,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
従兄弟,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
一体,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
いつの間にか,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
岩,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
言わば,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
祝う,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
嫌がる,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
以前,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
泉,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
自動,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
自動販売機,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
自動車,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
事実,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
事情,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
直に,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
事件,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
時期,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
実家,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
実験,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
実行,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
時刻,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
自慢,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
地面,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
事務,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
事務室,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
人物,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
人工,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
人類,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
生,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
人種,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
時差,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
自殺,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
自身,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
自信,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
実際,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
実施,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
実習,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
事態,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
自宅,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
実現,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
実力,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
実は,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
実用,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
女子,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
助手,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
女王,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
丈夫,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
冗談,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
上下,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
上品,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
情報,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
条件,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
上空,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
乗客,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
上京,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
状況,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
常識,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
状態,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
上達,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
上等,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
女優,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
受験,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
順,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
順番,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
順調,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
銃,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
重大,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
柔道,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
住民,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
重視,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
渋滞,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
住宅,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
重要,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
需要,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
株,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
被る,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
勝ち,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
価値,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
替える,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
会,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
回,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
回復,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
絵画,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
会合,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
海外,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
会員,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
会計,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
改札,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
解決,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
快晴,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
会社員,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
解釈,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
開始,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
回収,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
回数,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
快適,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
改善,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
化学,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
輝く,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
影,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
加減,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
鍵,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
限る,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
籠,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
家具,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
家事,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
抱える,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
価格,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
関わる,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
欠ける,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
書き直す,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
活気,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
過去,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
囲む,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
各地,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
拡大,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
覚悟,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
確実,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
確認,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
隠れる,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
隠す,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
我慢,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
構う,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
神,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
上,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
雷,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
髪の毛,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
科目,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
缶,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
管,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
勘,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
看板,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
必ずしも,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
可也,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
悲しむ,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
感動,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
考え,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
歓迎,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
感激,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
患者,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
感じ,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
感じる,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
勘定,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
感情,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
感覚,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
間隔,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
観光,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
観光客,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
観客,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
環境,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
可能,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
管理人,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
観察,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
感謝,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
感想,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
乾燥,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
香り,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
空,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
彼ら,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
枯れる,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
刈る,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
火災,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
重ねる,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
稼ぐ,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
完成,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
貸出,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
賢い,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
感心,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
関心,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
関連,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
管理,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
完了,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
関する,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
監督,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
歌手,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
型,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
肩,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
片方,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
固まる,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
刀,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
語り合う,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
語る,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
仮定,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
動,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
活用,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
勝手,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
飼う,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
皮,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
革,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
可愛らしい,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
可哀そう,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
川沿い,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
完全,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
飾り,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
数える,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
数,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
経営,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
敬意,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
掲示,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
刑事,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
掲示板,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
景気,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
警告,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
傾向,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
計算,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
契約,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
経由,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
結果,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
欠陥,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
結局,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
煙,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
券,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
