word,frequency
お見舞い,1
席,1
～様,1
ご存じ,1
字,1
アジア,1
褒める,1
あ,1
最も,1
合う,1
～代,1
最後,1
値段,1
退院,1
展覧会,1
久しぶり,1
カーテン,1
汽車,1
遅れる,1
見つかる,1
召し上がる,1
太る,1
注射,1
～おき,1
最初,1
安心,1
直る,1
集める,1
直す,1
続く,1
先輩,1
約束,1
世話,1
近所,1
将来,1
億,1
数学,1
文化,1
払う,1
習慣,1
焼ける,1
君,1
冷える,1
点く,1
この間,1
格好,1
かまう,1
続ける,1
落す,1
出発,1
拝見,1
割れる,1
背中,1
新聞社,1
いじめる,1
回る、回す,1
～君,1
おっしゃる,1
眠い,1
濡れる,1
倒れる,1
スーパー (マーケット),1
アクセサリー,1
考える,1
向かう,1
自由,1
仕方,1
首,1
程,1
代わり,1
失敗,1
工業,1
移る,1
スーツケース,1
ひげ,1
研究室,1
紹介,1
けれど; けれども,1
舟,1
動く,1
～(に) ついて,1
コンサート,1
虫,1
優しい,1
コンピュータ; コンピューター,1
植える,1
両方,1
汚れる,1
水泳,1
経験,1
勝つ,1
砂,1
警察,1
取り替える,1
急ぐ,1
簡単,1
参る,1
全然,1
特別,1
復習,1
間に合う,1
役に立つ,1
もうすぐ,1
真中,1
戻る,1
研究,1
ケーキ,1
草,1
込む,1
この頃,1
訪ねる,1
下げる,1
花見,1
途中,1
入院,1
乗り換える,1
別れる,1
～町,1
安全,1
看護婦,1
見物,1
相談,1
ガソリンスタンド,1
テニス,1
眠る,1
上がる,1
翻訳,1
食事,1
お陰,1
娘,1
湯,1
競争,1
会議,1
湖,1
集まる,1
～にくい,1
生活,1
糸,1
関係,1
ピアノ,1
～目,1
番組,1
急,1
棚,1
木綿,1
輸出,1
タイプ,1
すり,1
嬉しい,1
アルコール,1
ソフト,1
神社,1
楽しみ,1
趣味,1
電報,1
家内,1
指,1
これから,1
たまに,1
社会,1
ああ,1
会う,1
青,1
青い,1
赤,1
赤い,1
明るい,1
秋,1
開ける,1
上げる,1
朝,1
朝御飯,1
足; 脚,1
あそこ,1
遊ぶ,1
暖かい,1
新しい,1
あちら,1
暑い,1
熱い,1
厚い,1
あっち,1
あなた,1
兄,1
姉,1
アパート,1
あの,1
浴びる,1
危ない,1
甘い,1
余り,1
雨,1
飴,1
洗う,1
在る,1
有る,1
歩く,1
あれ,1
いい; よい,1
いいえ,1
言う,1
家,1
いかが,1
行く,1
いくつ,1
いくら,1
池,1
医者,1
椅子,1
忙しい,1
痛い,1
一,1
一番,1
いつ,1
五日,1
一緒,1
五つ,1
いつも,1
犬,1
今,1
意味,1
妹,1
嫌,1
入口,1
居る,1
要る,1
入れる,1
色,1
色々,1
後ろ,1
薄い,1
歌,1
歌う,1
うち,1
生まれる,1
海,1
売る,1
うるさい,1
上着,1
絵,1
映画,1
映画館,1
英語,1
ええ,1
駅,1
エレベーター,1
～円,1
鉛筆,1
お～,1
美味しい,1
多い,1
大きい,1
大きな,1
大勢,1
お母さん,1
お菓子,1
お金,1
起きる,1
置く,1
奥さん,1
お酒,1
お皿,1
伯父; 叔父さん,1
おじいさん,1
教える,1
押す,1
遅い,1
お茶,1
お手洗い,1
お父さん,1
弟,1
男,1
男の子,1
おととし,1
大人,1
お腹,1
同じ,1
お兄さん,1
お姉さん,1
伯母さん; 叔母さん,1
おばあさん,1
お風呂,1
お弁当,1
覚える,1
おまわりさん,1
重い,1
面白い,1
泳ぐ,1
降りる,1
終る,1
音楽,1
女,1
女の子,1
～回,1
～階,1
外国,1
外国人,1
会社,1
階段,1
買い物,1
買う,1
返す,1
帰る,1
顔,1
かかる,1
鍵,1
書く,1
学生,1
～か月,1
掛ける,1
かける,1
傘,1
貸す,1
風,1
風邪,1
家族,1
片仮名,1
学校,1
カップ,1
家庭,1
かばん,1
花瓶,1
かぶる,1
紙,1
カメラ,1
火曜日,1
体,1
借りる,1
～がる,1
軽い,1
カレー,1
カレンダー,1
川; 河,1
～側,1
可愛い,1
漢字,1
木,1
黄色,1
黄色い,1
消える,1
聞く,1
北,1
ギター,1
汚い,1
喫茶店,1
切手,1
切符,1
昨日,1
牛肉,1
牛乳,1
教室,1
兄弟,1
去年,1
嫌い,1
切る,1
着る,1
綺麗,1
キロ; キログラム,1
キロ; キロメートル,1
銀行,1
金曜日,1
薬,1
下さい,1
果物,1
口,1
靴,1
靴下,1
国,1
曇り,1
曇る,1
暗い,1
～くらい; ぐらい,1
クラス,1
グラム,1
車,1
黒,1
黒い,1
警官,1
今朝,1
消す,1
結構,1
結婚,1
月曜日,1
玄関,1
元気,1
～個,1
五,1
～語,1
公園,1
交差点,1
紅茶,1
交番,1
声,1
コート,1
コーヒー,1
ここ,1
午後,1
九日,1
九つ,1
午前,1
答える,1
こちら,1
こっち,1
コップ,1
今年,1
言葉,1
子供,1
この,1
御飯,1
コピーする,1
困る,1
これ,1
～ころ; ～ごろ,1
今月,1
今週,1
こんな,1
今晩,1
さあ,1
～歳,1
財布,1
咲く,1
作文,1
差す,1
～冊,1
雑誌,1
砂糖,1
寒い,1
さ来年,1
～さん,1
三,1
散歩,1
塩,1
しかし,1
時間,1
～時間,1
仕事,1
辞書,1
静か,1
七,1
質問,1
自転車,1
自動車,1
死ぬ,1
字引,1
自分,1
閉まる,1
閉める,1
締める,1
じゃ; じゃあ,1
写真,1
シャツ,1
シャワー,1
～週間,1
授業,1
宿題,1
上手,1
丈夫,1
醤油,1
食堂,1
知る,1
白,1
白い,1
新聞,1
水曜日,1
吸う,1
スカート,1
好き,1
～すぎ,1
少ない,1
すぐに,1
少し,1
涼しい,1
～ずつ,1
ストーブ,1
スプーン,1
スポーツ,1
ズボン,1
住む,1
座る,1
背,1
生徒,1
セーター,1
石鹸,1
背広,1
狭い,1
ゼロ,1
千,1
先月,1
先週,1
先生,1
洗濯,1
全部,1
そう; そうです,1
掃除,1
そうして; そして,1
そこ,1
そちら,1
そっち,1
その,1
それ,1
それから,1
それでは,1
～台,1
大学,1
大使館,1
大丈夫,1
大好き,1
大切,1
台所,1
大変,1
高い,1
～だけ,1
沢山,1
タクシー,1
出す,1
～たち,1
立つ,1
たて,1
建物,1
楽しい,1
頼む,1
たばこ,1
多分,1
食べ物,1
食べる,1
卵,1
誰,1
誰か,1
誕生日,1
段々,1
小さい,1
小さな,1
近い,1
違う,1
近く,1
地下鉄,1
地図,1
父,1
茶色,1
茶碗,1
丁度,1
ちょっと,1
使う,1
疲れる,1
次,1
着く,1
机,1
作る,1
つける,1
勤める,1
つまらない,1
冷たい,1
強い,1
手,1
テープ,1
テープレコーダー,1
テーブル,1
出かける,1
手紙,1
できる,1
出口,1
テスト,1
では,1
デパート,1
でも,1
出る,1
テレビ,1
天気,1
電気,1
電車,1
電話,1
戸,1
～度,1
ドア,1
トイレ,1
どう,1
どうして,1
どうぞ,1
動物,1
どうも,1
遠い,1
十日,1
時々,1
時計,1
どこ,1
所,1
年,1
図書館,1
どちら,1
どっち,1
とても,1
どなた,1
隣,1
どの,1
飛ぶ,1
止まる,1
友達,1
土曜日,1
鳥,1
鶏肉,1
取る,1
撮る,1
どれ,1
どんな,1
ない,1
ナイフ,1
長い,1
鳴く,1
無くす,1
なぜ,1
夏,1
夏休み,1
～など,1
七つ,1
何,1
七日,1
名前,1
習う,1
並ぶ,1
並べる,1
なる,1
何～,1
二,1
にぎやか,1
肉,1
西,1
日曜日,1
荷物,1
ニュース,1
庭,1
脱ぐ,1
温い,1
ネクタイ,1
猫,1
寝る,1
～年,1
ノート,1
登る,1
飲み物,1
飲む,1
乗る,1
歯,1
パーティー,1
はい,1
～杯,1
灰皿,1
入る,1
葉書,1
はく,1
箱,1
橋,1
箸,1
始まる,1
初め; 始め,1
初めて,1
走る,1
バス,1
バター,1
二十歳,1
働く,1
八,1
二十日,1
花,1
鼻,1
話,1
話す,1
母,1
早い,1
速い,1
春,1
貼る,1
晴れ,1
晴れる,1
半,1
晩,1
～番,1
パン,1
ハンカチ,1
番号,1
晩御飯,1
半分,1
東,1
～匹,1
引く,1
低い,1
飛行機,1
左,1
人,1
一つ,1
一月,1
一人,1
暇,1
百,1
病院,1
病気,1
平仮名,1
昼,1
昼御飯,1
広い,1
フィルム,1
封筒,1
プール,1
フォーク,1
吹く,1
服,1
二つ,1
豚肉,1
二人,1
二日,1
太い,1
冬,1
降る,1
古い,1
～分,1
文章,1
ページ,1
下手,1
ベッド,1
ペット,1
部屋,1
辺,1
ペン,1
勉強,1
便利,1
帽子,1
ボールペン,1
ポケット,1
欲しい,1
ポスト,1
細い,1
ボタン,1
ホテル,1
本,1
～本,1
本棚,1
～枚,1
毎朝,1
毎月,1
毎週,1
毎日,1
毎年,1
毎晩,1
前,1
曲る,1
まずい,1
また,1
まだ,1
町,1
待つ,1
まっすぐ,1
マッチ,1
窓,1
丸い; 円い,1
万,1
万年筆,1
磨く,1
右,1
短い,1
水,1
店,1
見せる,1
道,1
三日,1
三つ,1
緑,1
皆さん,1
南,1
耳,1
見る,1
みんな,1
六日,1
向こう,1
難しい,1
六つ,1
村,1
目,1
メートル,1
眼鏡,1
もう,1
木曜日,1
もしもし,1
持つ,1
もっと,1
物,1
門,1
問題,1
～屋,1
八百屋,1
野菜,1
易しい,1
安い,1
休み,1
休む,1
八つ,1
山,1
やる,1
夕方,1
夕飯,1
郵便局,1
昨夜,1
有名,1
雪,1
ゆっくりと,1
八日,1
洋服,1
よく,1
横,1
四日,1
四つ,1
呼ぶ,1
読む,1
弱い,1
来月,1
来週,1
来年,1
ラジオ,1
ラジオカセ,1
りっぱ,1
留学生,1
両親,1
料理,1
旅行,1
零,1
冷蔵庫,1
レコード,1
レストラン,1
練習,1
廊下,1
六,1
ワイシャツ,1
若い,1
分かる,1
忘れる,1
渡す,1
渡る,1
悪い,1
